sent_id,processed_text,lemma_text,upos_seq
NSDC_UA_28_Feb2014-170,Дякую !,дякувати !,VERB PUNCT
NSDC_UA_28_Feb2014-171,"Шановні колеги , потрібно приймати рішення .","шановний колега , потрібно приймати рішення .",ADJ NOUN PUNCT ADV VERB NOUN PUNCT
NSDC_UA_28_Feb2014-172,Питання ?,питання ?,NOUN PUNCT
NSDC_UA_28_Feb2014-173,- Будь ласка .,— бути ласка .,PUNCT VERB NOUN PUNCT
NSDC_UA_28_Feb2014-174,Питання до військових .,питання до військовий .,NOUN ADP NOUN PUNCT
NSDC_UA_28_Feb2014-175,"Якщо Росія почала активно перекидати своїх військових до Криму за допомогою військово-транспортних літаків , ми можемо це зупинити ?","якщо Росія почати активно перекидати свій військовий до Крим за допомога військово-транспортний літак , ми могти це зупинити ?",SCONJ PROPN VERB ADV VERB DET NOUN ADP PROPN ADP NOUN ADJ NOUN PUNCT PRON VERB PRON VERB PUNCT
NSDC_UA_28_Feb2014-176,"Літаки сідають на підконтрольний їм аеродром , відповідно до Угоди про базування Чорноморського Флоту Російської Федерації .","літак сідати на підконтрольний вони аеродром , відповідно до угода про базування чорноморський флот російський федерація .",NOUN VERB ADP ADJ PRON NOUN PUNCT ADV ADP NOUN ADP NOUN ADJ NOUN ADJ NOUN PUNCT
NSDC_UA_28_Feb2014-177,Запишіть до рішення : Негайно закрити авіапростір над Кримом .,записати до рішення : негайно закрити авіапростір над Крим .,VERB ADP NOUN PUNCT ADV VERB NOUN ADP PROPN PUNCT
NSDC_UA_28_Feb2014-178,Негайно зробити … і повністю вивести диспетчерську службу з контактів з Російською Федерацією .,негайно зробити … і повністю вивести диспетчерський служба з контакт з російський федерація .,ADV VERB PUNCT CCONJ ADV VERB ADJ NOUN ADP NOUN ADP ADJ NOUN PUNCT
NSDC_UA_28_Feb2014-179,Це не допоможе .,це не допомогти .,PRON PART VERB PUNCT
NSDC_UA_28_Feb2014-18,"Вони беруть участь у плануванні та здійсненні всіх провокацій переодягнених і не переодягнених військовослужбовців Збройних Сил та Чорноморського флоту Російської Федерації на всіх об'єктах , про що Міністр оборони буде доповідати окремо , і на об'єктах і пунктах контролю Державної прикордонної служби України .","вони брати участь у планування та здійснення весь провокація переодягнений і не переодягнений військовослужбовець збройний сила та чорноморський флот російський федерація на весь об'єкт , про що міністр оборона бути доповідати окремо , і на об'єкт і пункт контроль державний прикордонний служба Україна .",PRON VERB NOUN ADP NOUN CCONJ NOUN DET NOUN ADJ CCONJ PART ADJ NOUN ADJ NOUN CCONJ ADJ NOUN ADJ NOUN ADP DET NOUN PUNCT ADP PRON NOUN NOUN AUX VERB ADV PUNCT CCONJ ADP NOUN CCONJ NOUN NOUN ADJ ADJ NOUN PROPN PUNCT
NSDC_UA_28_Feb2014-180,Вони посадять літаки за допомогою військових диспетчерів .,вони посадити літак за допомога військовий диспетчер .,PRON VERB NOUN ADP NOUN ADJ NOUN PUNCT
NSDC_UA_28_Feb2014-181,Але робити це треба .,але робити це треба .,CCONJ VERB PRON ADV PUNCT
NSDC_UA_28_Feb2014-182,У мене запитання .,у я запитання .,ADP PRON NOUN PUNCT
NSDC_UA_28_Feb2014-183,Відповідно до Угоди чи має право Російська Федерація без повідомлення збільшити чисельність свого військового контингенту ?,відповідно до угода чи мати право російський федерація без повідомлення збільшити чисельність свій військовий контингент ?,ADV ADP NOUN PART VERB NOUN ADJ NOUN ADP NOUN VERB NOUN DET ADJ NOUN PUNCT
